id;temp;stretch;dt;stress
1;253,15;1,000966338;0,797183908;-0,006080562
1;253,15;1,083533737;0,825673991;0,542709601
1;253,15;1,162705801;0,791720635;0,707750882
1;253,15;1,241809648;0,791038473;0,799289174
1;253,15;1,320884987;0,79075339;0,860109799
1;253,15;1,399951672;0,790666847;0,911605417
1;253,15;1,482049601;0,820979289;0,954541426
1;253,15;1,561106919;0,790573177;0,995944096
1;253,15;1,64319599;0,82089071;1,029335687
1;253,15;1,722247911;0,790519215;1,064923942
1;253,15;1,80130136;0,790534487;1,102157787
1;253,15;1,880355827;0,790544669;1,140488691
1;253,15;1,95940673;0,790509033;1,174979886
1;253,15;1,971204065;0,8;0,787707687
1;253,15;1,891871643;0,793324226;0,449879528
1;253,15;1,812683798;0,791878449;0,267833824
1;253,15;1,73354737;0,791364282;0,141189627
1;253,15;1,654431814;0,79115556;0,037035151
2;253,15;1,004018047;0,600201614;0,007410725
2;253,15;1,062199671;0,581816237;0,478330024
2;253,15;1,120076765;0,578770942;0,621118814
2;253,15;1,183979389;0,639026237;0,706965123
2;253,15;1,241778595;0,577992055;0,765828858
2;253,15;1,302606601;0,608280062;0,81350004
2;253,15;1,363425444;0,608188428;0,851297687
2;253,15;1,421200519;0,577750753;0,884161111
2;253,15;1,482011726;0,608112067;0,913730811
2;253,15;1,542822321;0,608105958;0,942642275
2;253,15;1,603631084;0,608087631;0,969579032
2;253,15;1,661400051;0,577689664;0,995860099
2;253,15;1,722207185;0,608071341;1,021041561
2;253,15;1,783014319;0,608071341;1,046223022
2;253,15;1,843821962;0,608076431;1,071953014
2;253,15;1,904632151;0,608101885;1,100425654
2;253,15;1,962400404;0,577682537;1,12593878
2;253,15;2,023210389;0,608099849;1,154192008
2;253,15;2,080982817;0,577724281;1,184203077
2;253,15;2,141792497;0,608096794;1,212127188
2;253,15;2,202606758;0,608142611;1,244988066
2;253,15;2,263418983;0,608122248;1,275654826
2;253,15;2,324232735;0,608137521;1,307967175
2;253,15;2,38505005;0,608173156;1,344119232
2;253,15;2,442826958;0,57776908;1,378957363
2;253,15;2,500604274;0,577773152;1,414234318
2;253,15;2,561420571;0,608162974;1,449289316
2;253,15;2,622240432;0,60819861;1,488184022
2;253,15;2,683061311;0,608208791;1,528175787
2;253,15;2,74388779;0,60826479;1,57420138
2;253,15;2,804716305;0,608285153;1,622421093
2;253,15;2,862504617;0,577883113;1,669546291
2;253,15;2,923335983;0,608313661;1,72083777
2;253,15;2,981127552;0,577915694;1,771473558
2;253,15;2,971622689;0,6;1,354159745
2;253,15;2,9105152;0,611074891;1,005345719
2;253,15;2,849534166;0,609810345;0,792786487
2;253,15;2,788614831;0,609193345;0,646709064
2;253,15;2,730767365;0,57847466;0,535844707
2;253,15;2,66990576;0,608616052;0,451970559
2;253,15;2,6090579;0,608478602;0,382906716
2;253,15;2,548219203;0,608386968;0,323716408
2;253,15;2,490428245;0,577909585;0,273738856
2;253,15;2,429602377;0,608258681;0,228371498
2;253,15;2,368780785;0,608215918;0,187611791
2;253,15;2,307962247;0,608185374;0,150143262
2;253,15;2,250184016;0,577782316;0,113878954
2;253,15;2,189370264;0,608137521;0,081566605
2;253,15;2,128556512;0,608137521;0,049254256
2;253,15;2,067744287;0,608122248;0,018587497
3;253,15;0,986781231;0,501136613;-0,008482214
3;253,15;1,049986115;0,632048837;0,417124283
3;253,15;1,098745041;0,487589258;0,559262473
3;253,15;1,147448375;0,487033347;0,641501213
3;253,15;1,202198926;0,547505509;0,69016484
3;253,15;1,250869884;0,486709574;0,737517086
3;253,15;1,299535343;0,486654594;0,77894521
3;253,15;1,348186752;0,486514089;0,805233913
3;253,15;1,399879383;0,51692631;0,83371419
3;253,15;1,451567942;0,516885584;0,857806228
3;253,15;1,500213241;0,486453;0,877512574
3;253,15;1,548858541;0,486453;0,897218919
3;253,15;1,600545064;0,516865221;0,919116839
3;253,15;1,652227513;0,516824495;0,93662652
3;253,15;1,700872813;0,486453;0,956332865
3;253,15;1,749524222;0,486514089;0,982621568
3;253,15;1,798169522;0,486453;1,002327914
3;253,15;1,852893194;0,547236716;1,022029169
3;253,15;1,901538494;0,486453;1,041735514
3;253,15;1,950189903;0,486514089;1,068024217
3;253,15;1,998835203;0,486453;1,087730563
3;253,15;2,047480503;0,486453;1,107436909
3;253,15;2,102210283;0,547297806;1,133720521
3;253,15;2,150855583;0,486453;1,153426866
3;253,15;2,199506992;0,486514089;1,179715569
3;253,15;2,248158401;0,486514089;1,206004272
3;253,15;2,30289368;0,547352786;1,238212006
3;253,15;2,351545699;0,486520198;1,265158944
3;253,15;2,400203217;0,486575178;1,298030004
3;253,15;2,448854626;0,486514089;1,324318707
3;253,15;2,497512144;0,486575178;1,357189767
3;253,15;2,552248033;0,547358895;1,390055737
3;253,15;2,600905551;0,486575178;1,422926797
3;253,15;2,64955696;0,486514089;1,4492155
3;253,15;2,698214478;0,486575178;1,48208656
3;253,15;2,752950367;0,547358895;1,514952529
3;253,15;2,801607885;0,486575178;1,547823589
3;253,15;2,850271512;0,486636267;1,587277007
3;253,15;2,89892903;0,486575178;1,620148067
3;253,15;2,953671028;0,547419984;1,659596393
3;253,15;3,002334655;0,486636267;1,699049811
3;253,15;3,050998282;0,486636267;1,738503228
3;253,15;3,099661908;0,486636267;1,777956645
3;253,15;3,148325535;0,486636267;1,817410063
3;253,15;3,203067534;0,547419984;1,856858389
3;253,15;3,25173116;0,486636267;1,896311807
3;253,15;3,300400896;0,486697357;1,942347581
3;253,15;3,349070632;0,486697357;1,988383356
3;253,15;3,403818128;0,547474964;2,033755804
3;253,15;3,452482366;0,486642376;2,073867457
3;253,15;3,501152101;0,486697357;2,119903232
3;253,15;3,549821837;0,486697357;2,165939006
3;253,15;3,601532795;0,517109578;2,214166355
3;253,15;3,653245789;0,517129941;2,264587822
3;253,15;3,701921633;0,486758446;2,317205954
3;253,15;3,750597478;0,486758446;2,369824086
3;253,15;3,799267214;0,486697357;2,41585986
3;253,15;3,854015321;0,547481073;2,461890544
3;253,15;3,902678948;0,486636267;2,501343962
3;253,15;3,951354792;0,486758446;2,553962093
3;253,15;4,000024528;0,486697357;2,599997868
3;253,15;3,95688947;0,5;1,968127208
3;253,15;3,907902071;0,489873993;1,579808857
3;253,15;3,859030741;0,488713299;1,316555293
3;253,15;3,8102205;0,488102407;1,119125302
3;253,15;3,75537465;0,5484585;0,967776902
3;253,15;3,706637717;0,487369337;0,849335198
3;253,15;3,65791911;0,48718607;0,750640565
3;253,15;3,609212721;0,487063892;0,665110647
3;253,15;3,560524658;0,486880624;0,599327801
3;253,15;3,505764333;0,547603251;0,540132402
3;253,15;3,457088488;0,486758446;0,48751427
3;253,15;3,408418753;0,486697357;0,441478496
3;253,15;3,359755126;0,486636267;0,402025078
3;253,15;3,305013128;0,547419984;0,362576752
3;253,15;3,25635561;0,486575178;0,329705692
3;253,15;3,207704201;0,486514089;0,303416989
3;253,15;3,159052792;0,486514089;0,277128286
3;253,15;3,104323011;0,547297806;0,250844674
3;253,15;3,055677711;0,486453;0,231138328
3;253,15;3,007026303;0,486514089;0,204849625
3;253,15;2,958381003;0,486453;0,18514328
3;253,15;2,909735703;0,486453;0,165436934
3;253,15;2,855012031;0,547236716;0,145735679
3;253,15;2,806366731;0,486453;0,126029334
3;253,15;2,75772754;0,486391911;0,112905345
3;253,15;2,70908224;0,486453;0,093199
3;253,15;2,654364677;0,547175627;0,080080102
3;253,15;2,605719377;0,486453;0,060373756
3;253,15;2,557074077;0,486453;0,040667411
3;253,15;2,508434886;0,486391911;0,027543422
3;253,15;2,459789586;0,486453;0,007837077
4;273,15;1,00185832;0,696809987;-0,00026997
4;273,15;1,073488182;0,716298621;0,062957247
4;273,15;1,139781891;0,662937084;0,087049948
4;273,15;1,212313086;0,725311952;0,102055839
4;273,15;1,278844102;0,665310159;0,113452587
4;273,15;1,351461294;0,72617192;0,123857652
4;273,15;1,418082661;0,66621367;0,13042062
4;273,15;1,490768433;0,726857717;0,13715667
4;273,15;1,560447148;0,696787152;0,142460874
4;273,15;1,63013;0,696828518;0,147543773
4;273,15;1,696803618;0,666736182;0,151311302
4;273,15;1,769539463;0,727358458;0,15536839
4;273,15;1,842285106;0,727456429;0,158901333
4;273,15;1,908975053;0,666899467;0,161795288
4;273,15;1,975647583;0,666725296;0,165621055
4;273,15;1,958018246;0,7;0,134934361
4;273,15;1,891701678;0,663165683;0,112064665
4;273,15;1,819206405;0,724952725;0,095136909
4;273,15;1,752736349;0,664700562;0,080478815
4;273,15;1,680184471;0,72551878;0,066579452
4;273,15;1,61066055;0,69523921;0,052993759
4;273,15;1,541125525;0,695350244;0,040002098
4;273,15;1,474613015;0,665125103;0,027615298
4;273,15;1,402100325;0,725126896;0,011619355
4;273,15;1,329463539;0,726367862;0,002262581
5;273,15;1,000127553;0,798336367;0,000357148
5;273,15;1,082466245;0,797739925;0,069559022
5;273,15;1,160870475;0,7840423;0,094976291
5;273,15;1,242465293;0,815948188;0,112006427
5;273,15;1,321115322;0,786500283;0,124273484
5;273,15;1,399819778;0,787044567;0,133628626
5;273,15;1,481593557;0,817737792;0,141084382
5;273,15;1,560350483;0,787569256;0,147632437
5;273,15;1,642165192;0,818147093;0,152898432
5;273,15;1,720961089;0,787958963;0,157361556
5;273,15;1,799760251;0,78799162;0,161649964
5;273,15;1,878562678;0,788024277;0,165763657
5;273,15;1,957368372;0,788056934;0,169702636
5;273,15;2,039215738;0,818473663;0,173221482
5;273,15;2,121063757;0,818480194;0,176705385
5;273,15;2,199877071;0,788133133;0,180236695
5;273,15;2,278691472;0,788144019;0,183709767
5;273,15;2,357505874;0,788144019;0,187182839
5;273,15;2,43632463;0,788187562;0,190422957
5;273,15;2,518172432;0,818478017;0,193918508
5;273,15;2,59698814;0,788157082;0,197321694
5;273,15;2,678832241;0,818441006;0,201015255
5;273,15;2,757646643;0,788144019;0,204488327
5;273,15;2,836462133;0,788154905;0,20790316
5;273,15;2,918304274;0,818421411;0,21170155
5;273,15;2,99716309;0,788588154;0,212798499
5;273,15;2,927896288;0,8;0,185456916
5;273,15;2,849339877;0,785564116;0,168181364
5;273,15;2,767683663;0,81656214;0,15443587
5;273,15;2,685996098;0,816875647;0,142367639
5;273,15;2,610348772;0,756473261;0,131765381
5;273,15;2,528616576;0,817321959;0,122084921
5;273,15;2,449918651;0,786979253;0,112380349
5;273,15;2,36817361;0,81745041;0,103387101
5;273,15;2,28945326;0,787203497;0,094882239
5;273,15;2,210738135;0,787151246;0,086097833
5;273,15;2,128985257;0,817528787;0,077523901
5;273,15;2,05027318;0,787120766;0,068576428
5;273,15;1,971558926;0,787142538;0,059745431
5;273,15;1,892855558;0,787033681;0,050332051
5;273,15;1,811117049;0,817385096;0,040989373
5;273,15;1,732424131;0,786929179;0,031016905
5;273,15;1,650708263;0,817158674;0,020462871
5;273,15;1,572085449;0,786228142;0,006739855
6;273,15;1,004830107;0,597339854;0,003048798
6;273,15;1,058339254;0,535091463;0,061878096
6;273,15;1,118600561;0,602613075;0,084085509
6;273,15;1,178989884;0,603893229;0,099444095
6;273,15;1,23946934;0,604794563;0,10998055
6;273,15;1,299951409;0,604820688;0,120377232
6;273,15;1,360484423;0,605330137;0,128048361
6;273,15;1,421033112;0,605486891;0,134880858
6;273,15;1,472537118;0,515040066;0,138675765
6;273,15;1,536145115;0,636079968;0,144144669
6;273,15;1,596744749;0,60599634;0,148251614
6;273,15;1,660384532;0,636397829;0,152019959
6;273,15;1,717979287;0,575947547;0,154578581
6;273,15;1,778569777;0,605904901;0,159174727
6;273,15;1,839195536;0,606257596;0,161883951
6;273,15;1,899825215;0,606296785;0,164383518
6;273,15;1,954389835;0,545646206;0,166744946
6;273,15;2,014997307;0,606074717;0,170432574
6;273,15;2,075633517;0,606362099;0,172582711
6;273,15;2,136268421;0,606349036;0,174802734
6;273,15;2,196900712;0,60632291;0,177162528
6;273,15;2,25751994;0,606192282;0,180221183
6;273,15;2,318157456;0,606375161;0,182301434
6;273,15;2,378785828;0,606283722;0,184870886
6;273,15;2,43334653;0,545607017;0,187441972
6;273,15;2,493976208;0,606296785;0,189941539
6;273,15;2,554600662;0,606244533;0,192720649
6;273,15;2,615242097;0,60641435;0,194591242
6;273,15;2,675875694;0,606335973;0,196881151
6;273,15;2,736500147;0,606244533;0,199660262
6;273,15;2,797124601;0,606244533;0,202439372
6;273,15;2,857762117;0,606375161;0,204519623
6;273,15;2,91838657;0,606244533;0,207298734
6;273,15;2,972932903;0,545463326;0,210638565
6;273,15;3,033554743;0,606218408;0,213557448
6;273,15;3,094179197;0,606244533;0,216336558
6;273,15;3,15480365;0,606244533;0,219115669
6;273,15;3,215428103;0,606244533;0,22189478
6;273,15;3,276052557;0,606244533;0,22467389
6;273,15;3,336663947;0,606113905;0,228151861
6;273,15;3,391207667;0,545437201;0,231631464
6;273,15;3,451832121;0,606244533;0,234410575
6;273,15;3,512443511;0,606113905;0,237888545
6;273,15;3,573041839;0,605983277;0,242065375
6;273,15;3,633653229;0,606113905;0,245543346
6;273,15;3,69426462;0,606113905;0,249021316
6;273,15;3,754876011;0,606113905;0,252499286
6;273,15;3,812444857;0,575688468;0,25644398
6;273,15;3,869991933;0,575470754;0,261553439
6;273,15;3,930603323;0,606113905;0,26503141
6;273,15;3,991188588;0,605852649;0,2699071
6;273,15;3,943078297;0,6;0,24685779
6;273,15;3,882688974;0,603893229;0,231499203
6;273,15;3,8222474;0,604415741;0,218936056
6;273,15;3,767834308;0,544130921;0,208467854
6;273,15;3,707340482;0,604938253;0,198700146
6;273,15;3,646833594;0,605068881;0,189631297
6;273,15;3,586300581;0,605330137;0,181960168
6;273,15;3,525754504;0,605460765;0,174987899
6;273,15;3,465208428;0,605460765;0,168015629
6;273,15;3,404649288;0,605591393;0,16174222
6;273,15;3,344090149;0,605591393;0,15546881
6;273,15;3,283517947;0,605722021;0,149894261
6;273,15;3,229026478;0,544914689;0,143619218
6;273,15;3,168454276;0,605722021;0,138044668
6;273,15;3,107882074;0,605722021;0,132470119
6;273,15;3,047296809;0,605852649;0,127594429
6;273,15;2,986724607;0,605722021;0,122019879
6;273,15;2,926139342;0,605852649;0,117144189
6;273,15;2,868581381;0,575579611;0,112617112
6;273,15;2,811036482;0,575448983;0,107391176
6;273,15;2,750451217;0,605852649;0,102515486
6;273,15;2,68985289;0,605983277;0,098338656
6;273,15;2,629267625;0,605852649;0,093462966
6;273,15;2,56868236;0,605852649;0,088587276
6;273,15;2,508097095;0,605852649;0,083711586
6;273,15;2,44751183;0,605852649;0,078835896
6;273,15;2,392994235;0,545175945;0,073958573
6;273,15;2,33240897;0,605852649;0,069082883
6;273,15;2,271836768;0,605722021;0,063508333
6;273,15;2,211264566;0,605722021;0,057933784
6;273,15;2,150679301;0,605852649;0,053058094
6;273,15;2,090107099;0,605722021;0,047483544
6;273,15;2,02954796;0,605591393;0,041210134
6;273,15;1,968975758;0,605722021;0,035635585
6;273,15;1,914497352;0,544784061;0,028661682
6;273,15;1,853938212;0,605591393;0,022388273
6;273,15;1,793380379;0,605578331;0,016044977
6;273,15;1,732846059;0,6053432;0,008443734
7;313,15;1,000190095;0,994976866;-0,000966086
7;313,15;1,098629996;0,984399011;0,01606457
7;313,15;1,198489816;0,998598194;0,027323226
7;313,15;1,299837575;1,013477599;0,035691757
7;313,15;1,399591892;0,997543163;0,042480597
7;313,15;1,500863727;1,012718352;0,047632453
7;313,15;1,600564029;0,997003024;0,052132907
7;313,15;1,700249995;0,996859653;0,056025943
7;313,15;1,799919556;0,996695615;0,059224007
7;313,15;1,901137808;1,012182522;0,062105729
7;313,15;1,999232459;0,980946506;0,064509271
7;313,15;1,908763733;0,90468726;0,055544719
7;313,15;1,8074607;1,013030332;0,049071109
7;313,15;1,709275039;0,981856612;0,042811751
7;313,15;1,606418883;1,028561552;0,036466743
7;313,15;1,506668853;0,997500304;0,029859481
7;313,15;1,406907069;0,997617843;0,022754247
7;313,15;1,307120743;0,997863254;0,014609289
7;313,15;1,207316464;0,998042791;0,005703691
8;313,15;1,000234198;1,00039367;0,000902431
8;313,15;1,100214105;0,999799063;0,017248768
8;313,15;1,200072973;0,998588683;0,028467128
8;313,15;1,29950651;0,994335367;0,03631654
8;313,15;1,399603129;1,000966192;0,042956681
8;313,15;1,500864476;1,012613471;0,047664192
8;313,15;1,602111961;1,012474844;0,051784383
8;313,15;1,700234857;0,981228962;0,055384598
8;313,15;1,801464704;1,012298477;0,058757581
8;313,15;1,902682016;1,012173118;0,06159946
8;313,15;2,000774989;0,980929726;0,063931909
8;313,15;2,100424753;0,996497643;0,066291229
8;313,15;2,200083676;0,996589231;0,06903858
8;313,15;2,301276668;1,011929915;0,070850087
8;313,15;2,402465094;1,011884261;0,072468177
8;313,15;2,502099358;0,996342647;0,074170829
8;313,15;2,601738132;0,996387736;0,076064512
8;313,15;2,701363942;0,996258103;0,077408983
8;313,15;2,80099553;0,996315874;0,078998211
8;313,15;2,902172007;1,011764773;0,08011007
8;313,15;3,000258564;0,980865567;0,082170698
8;313,15;2,909871093;1;0,076648675
8;313,15;2,808611933;1,012591608;0,072033794
8;313,15;2,710478849;0,981330837;0,068001969
8;313,15;2,607682238;1,027966108;0,064179659
8;313,15;2,509554114;0,981281239;0,060357968
8;313,15;2,408326066;1,012280488;0,057061198
8;313,15;2,308651784;0,996742819;0,053663149
8;313,15;2,208967075;0,996847089;0,049823343
8;313,15;2,109279407;0,996876679;0,045858172
8;313,15;2,006481246;1,027981608;0,041970195
8;313,15;1,908351572;0,981296738;0,038082837
8;313,15;1,80709971;1,012518618;0,033777187
8;313,15;1,707389216;0,997104946;0,028844925
8;313,15;1,607671535;0,997176808;0,023608207
8;313,15;1,507949768;0,997217671;0,018198369
8;313,15;1,408211938;0,997378303;0,012107984
8;313,15;1,308438881;0,997730567;0,004525173
9;313,15;0,998479171;1,001287805;-0,00019755
9;313,15;1,101788148;1,033089767;0,01800653
9;313,15;1,198534015;0,967458673;0,029195823
9;313,15;1,301432769;1,028987533;0,037345572
9;313,15;1,401180448;0,997476796;0,043853239
9;313,15;1,500898369;0,997179204;0,049100105
9;313,15;1,600603424;0,997050557;0,053801937
9;313,15;1,700284921;0,996814962;0,057505634
9;313,15;1,799954017;0,996690965;0,060683997
9;313,15;1,902731563;1,027775463;0,063698607
9;313,15;2,000825715;0,980941515;0,066081002
9;313,15;2,102037982;1,012122674;0,068709166
9;313,15;2,201675769;0,996377873;0,070561061
9;313,15;2,301319757;0,996439871;0,072675623
9;313,15;2,400957544;0,996377873;0,074527518
9;313,15;2,500601531;0,996439871;0,07664208
9;313,15;2,600236218;0,996346874;0,078362642
9;313,15;2,699858506;0,996222877;0,07955787
9;313,15;2,802605518;1,02747012;0,081278845
9;313,15;2,902240205;0,996346874;0,082999406
9;313,15;3,001868693;0,996284875;0,084457301
9;313,15;3,101490981;0,996222877;0,085652529
9;313,15;3,201124273;0,996332924;0,08731399
9;313,15;3,300755861;0,996315874;0,088903218
9;313,15;3,403494968;1,027391072;0,090289293
9;313,15;3,500008031;0,96513063;0,091615441
9;313,15;3,602751943;1,027439121;0,093205082
9;313,15;3,70238353;0,996315874;0,094794311
9;313,15;3,802012018;0,996284875;0,096252205
9;313,15;3,901640505;0,996284875;0,0977101
9;313,15;4,002826846;1,011863407;0,099239838
9;313,15;3,90933466;1;0,094039765
9;313,15;3,811206395;0,981282648;0,090212105
9;313,15;3,708415984;1,02790411;0,086652461
9;313,15;3,608737898;0,996780863;0,083093231
9;313,15;3,509062911;0,996749864;0,079665334
9;313,15;3,409394125;0,996687865;0,076500104
9;313,15;3,309734638;0,996594868;0,073728874
9;313,15;3,210068951;0,996656866;0,070694978
9;313,15;3,10729404;1,027749113;0,067792001
9;313,15;3,010743778;0,965502621;0,064889851
9;313,15;2,907971967;1,027718114;0,062118209
9;313,15;2,80830628;0,996656866;0,059084312
9;313,15;2,708649893;0,996563868;0,056444416
9;313,15;2,608984207;0,996656866;0,053410519
9;313,15;2,50932472;0,996594868;0,05063929
9;313,15;2,409659033;0,996656866;0,047605393
9;313,15;2,306874822;1,027842111;0,044308416
9;313,15;2,207206036;0,996687865;0,041143186
9;313,15;2,107534149;0,996718865;0,037846623
9;313,15;2,007852963;0,996811862;0,034156059
9;313,15;1,908167437;0,996855261;0,030281628
9;313,15;1,808478191;0,99689246;0,026249597
9;313,15;1,708775305;0,997028857;0,021639699
9;313,15;1,607503857;1,012714477;0,01650426
9;313,15;1,50621691;1,012869474;0,010712153
9;313,15;1,406470625;0,997462847;0,004263586
10;333,15;1,003161192;0,700553522;-0,000295667
10;333,15;1,073417364;0,702561713;0,009266725
10;333,15;1,142024985;0,686076219;0,016001078
10;333,15;1,213702151;0,716771653;0,02157395
10;333,15;1,282235861;0,685337102;0,026093907
10;333,15;1,353852213;0,716163518;0,029844807
10;333,15;1,422343554;0,684913412;0,03309539
10;333,15;1,493929967;0,715864129;0,035949319
10;333,15;1,562395379;0,68465412;0,038423062
10;333,15;1,633958535;0,715631567;0,040580237
10;333,15;1,702408176;0,684496406;0,042581468
10;333,15;1,7739577;0,715495238;0,044330202
10;333,15;1,842396381;0,684386808;0,046003078
10;333,15;1,910829849;0,684334682;0,047519784
10;333,15;1,982368146;0,715382967;0,048932154
10;333,15;1,963621824;0,7;0,046042372
10;333,15;1,892020709;0,71601115;0,042747966
10;333,15;1,823522685;0,68498024;0,039297167
10;333,15;1,751923041;0,715996448;0,036046808
10;333,15;1,681878483;0,700445574;0,032824368
10;333,15;1,61183152;0,700469632;0,029529849
10;333,15;1,543335634;0,684958855;0,026143119
10;333,15;1,471723693;0,716119412;0,022524362
10;333,15;1,403212437;0,68511256;0,018677133
10;333,15;1,331582853;0,716295838;0,014529804
10;333,15;1,263046203;0,685366506;0,009921752
10;333,15;1,191389621;0,716565823;0,004965547
11;333,15;1,004725932;0,799576694;0,00064644
11;333,15;1,088973784;0,84247852;0,009712085
11;333,15;1,163798374;0,7482459;0,016456801
11;333,15;1,243248993;0,794506192;0,022109854
11;333,15;1,324235334;0,809863411;0,027210632
11;333,15;1,402079399;0,778440646;0,031293807
11;333,15;1,483007855;0,809284559;0,034660346
11;333,15;1,563920126;0,809122714;0,037541996
11;333,15;1,644816651;0,808965243;0,039951863
11;333,15;1,722597581;0,777809304;0,042143536
11;333,15;1,803477716;0,808801356;0,044062399
11;333,15;1,884351845;0,808741284;0,045801286
11;333,15;1,962111779;0,777599342;0,047363915
11;333,15;2,042976663;0,808648842;0,048825847
11;333,15;2,123838194;0,808615307;0,050187307
11;333,15;2,201587339;0,777491445;0,051426677
11;333,15;2,282443037;0,808556984;0,052613402
11;333,15;2,363297132;0,808540946;0,053752075
11;333,15;2,44259617;0,792990388;0,054863777
11;333,15;2,521893518;0,792973474;0,055924805
11;333,15;2,602744842;0,808513242;0,056980479
11;333,15;2,683595;0,808501578;0,058001207
11;333,15;2,762891618;0,792966184;0,059040393
11;333,15;2,842178847;0,792872284;0,059798258
11;333,15;2,923022735;0,808438881;0,060631145
11;333,15;3,002295149;0,792724145;0,060945184
11;333,15;2,935410312;0,8;0,059262949
11;333,15;2,85450256;0,809077514;0,056516718
11;333,15;2,773605307;0,808972533;0,05408501
11;333,15;2,695817669;0,777876375;0,051692391
11;333,15;2,614924936;0,808927333;0,049396102
11;333,15;2,534036431;0,808885049;0,047226495
11;333,15;2,456256376;0,777800555;0,045061032
11;333,15;2,375367433;0,808889423;0,04287832
11;333,15;2,294479512;0,808879217;0,040726186
11;333,15;2,213590861;0,808886507;0,038552211
11;333,15;2,135807889;0,777829716;0,03629938
11;333,15;2,054914864;0,808930249;0,033994354
11;333,15;1,974019215;0,808956494;0,031610697
11;333,15;1,896227058;0,777921575;0,02908266
11;333,15;1,815322368;0,809046894;0,026428165
11;333,15;1,734411555;0,809108133;0,023590198
11;333,15;1,655047793;0,793637623;0,02053938
11;333,15;1,575676361;0,793714317;0,017258786
11;333,15;1,494737844;0,809385165;0,01359083
11;333,15;1,41534546;0,793923841;0,009682502
11;333,15;1,335944474;0,794009867;0,005516441
11;333,15;1,254969068;0,809754056;0,000743289
12;333,15;1,004746055;0,899652663;0,000624307
12;333,15;1,093717982;0,889719277;0,012160763
12;333,15;1,182567524;0,888495414;0,020030523
12;333,15;1,272929822;0,903622987;0,026659992
12;333,15;1,363227645;0,902978231;0,031357771
12;333,15;1,453500127;0,902724819;0,035296329
12;333,15;1,54375657;0,902564432;0,038754366
12;333,15;1,63398671;0,902301397;0,041424351
12;333,15;1,72420466;0,902179502;0,04372914
12;333,15;1,814416115;0,902114546;0,045839319
12;333,15;1,901295429;0,868793141;0,047895356
12;333,15;1,991712196;0,904167667;0,049504901
12;333,15;2,083452847;0,917406516;0,050867322
12;333,15;2,172085866;0,886330187;0,052250062
12;333,15;2,262271579;0,901857124;0,053589006
12;333,15;2,352454083;0,901825047;0,054831847
12;333,15;2,442635305;0,901812216;0,056036245
12;333,15;2,532812677;0,901773723;0,057125319
12;333,15;2,622991974;0,901792969;0,058272055
12;333,15;2,713168063;0,901760892;0,059322688
12;333,15;2,80334736;0,901792969;0,060469424
12;333,15;2,893520242;0,901728815;0,061423952
12;333,15;2,982142033;0,886217916;0,062470328
12;333,15;3,07387242;0,917303868;0,063525217
12;333,15;3,164048509;0,901760892;0,064575849
12;333,15;3,251116295;0,870677856;0,065626706
12;333,15;3,341292384;0,901760892;0,066677338
12;333,15;3,431468473;0,901760892;0,06772797
12;333,15;3,521644562;0,901760892;0,068778603
12;333,15;3,611820652;0,901760892;0,069829235
12;333,15;3,701999949;0,901792969;0,070975971
12;333,15;3,792177962;0,901780138;0,072084266
12;333,15;3,882358542;0,9018058;0,073269444
12;333,15;3,972560294;0,902017511;0,075088908
12;333,15;3,950718767;0,9;0,072591776
12;333,15;3,858933849;0,917849184;0,06990312
12;333,15;3,770263941;0,886699077;0,067415183
12;333,15;3,680042943;0,902209976;0,065019095
12;333,15;3,589825153;0,902177899;0,062719111
12;333,15;3,499612336;0,902128179;0,060568088
12;333,15;3,409399197;0,902131386;0,058407454
12;333,15;3,31919103;0,902081666;0,056395782
12;333,15;3,228979656;0,902113744;0,054288006
12;333,15;3,138771489;0,902081666;0,052276334
12;333,15;3,048563323;0,902081666;0,050264661
12;333,15;2,96146346;0,87099863;0,048252764
12;333,15;2,868146989;0,933164702;0,046241317
12;333,15;2,777942031;0,902049589;0,044325748
12;333,15;2,690842167;0,87099863;0,042313852
12;333,15;2,600634001;0,902081666;0,040302179
12;333,15;2,510422626;0,902113744;0,038194403
12;333,15;2,42021446;0,902081666;0,036182731
12;333,15;2,329999878;0,902145821;0,033978851
12;333,15;2,239783852;0,902160256;0,031731723
12;333,15;2,149566062;0,902177899;0,029431739
12;333,15;2,0593433;0,902227619;0,026982794
12;333,15;1,970669893;0,886734071;0,024390017
12;333,15;1,878882059;0,917878346;0,021613993
12;333,15;1,788645022;0,902370363;0,018737385
12;333,15;1,701503459;0,871415637;0,015476136
12;333,15;1,611243968;0,902594905;0,0119268
12;333,15;1,520968439;0,902755292;0,007896944
12;333,15;1,430686494;0,902819447;0,003674879
