id;temp;cv
101;194,2196195;490673,7429
101;196,2693237;497043,5282
101;198,3183492;506861,2347
101;200,3667469;519868,2684
101;202,41573;529901,47
101;204,4653239;536831,5425
101;206,5148754;543977,1101
101;208,564096;552803,5393
101;210,6116963;569861,8804
101;212,658058;593212,6778
101;214,7000846;638587,0722
101;216,7388959;700295,9935
101;218,7814485;742998,2489
101;220,829159;759496,3028
101;222,8768102;776296,0499
101;224,924894;790897,7471
101;226,9761761;789251,1155
101;229,0261518;794241,7323
101;231,0741932;809058,9247
101;233,1244319;812713,472
101;235,1748402;815506,039
101;237,2249431;819850,1705
101;239,2758095;820315,3907
101;241,3260821;823797,5419
101;243,3751924;833184,2583
101;245,4253293;837355,9938
101;247,4741257;848337,3738
101;249,5240759;853457,2876
101;251,5739158;859137,4886
101;253,6236624;865291,7788
101;255,673655;870196,1976
101;257,7231217;877772,7553
101;259,7731313;882590,9761
101;261,8234632;885771,4342
101;263,8723106;896494,2201
101;265,9219214;903338,0945
101;267,9728218;903630,9186
101;270,0229247;907975,0502
101;272,0706013;924645,5002
101;274,1219089;922869,5715
101;276,1723342;925575,9405
101;278,2213873;935253,5752
101;280,2718189;937927,6199
101;282,3207426;948262,5146
101;284,3710576;951529,1708
101;286,4204224;959622,9167
101;288,4700588;966337,4941
101;290,5216378;963182,397
101;292,570536;973646,5887
101;294,619587;983334,9982
101;296,6696475;987894,6249
101;298,7190887;995600,4796
101;300,7689116;1001366,879
101;302,8176402;1012693,051
101;304,8694568;1008331,181
101;306,9211716;1004486,5
101;308,9695014;1017838,326
101;311,0191886;1024294,309
101;313,0694442;1027862,658
101;315,1213541;1023026,699
101;317,1727805;1020647,385
101;319,2256151;1011113,633
101;321,2752768;1017698,913
101;323,324981;1024068,699
101;325,3740998;1033412,316
101;327,4276301;1020344,445
101;329,4776312;1025205,765
101;331,5288879;1023688,431
101;333,5777946;1034109,523
101;335,6278042;1038927,744
101;337,681538;1024825,497
101;339,7301987;1036496,461
101;341,7800387;1042176,662
101;343,8303791;1045314,021
101;345,880236;1050908,024
101;347,9303304;1055295,255
101;349,9820706;1051321,276
101;352,030163;1065879,875
101;354,0813433;1064750,431
101;356,1312256;1070215,137
101;358,1818375;1071973,328
101;360,2311175;1080498,064
101;362,2814665;1083592,324
101;364,3326722;1082333,584
101;366,382597;1087582,794
101;368,4334973;1087875,619
101;370,4829385;1095581,473
101;372,5323543;1103416,625
101;374,5838315;1100778,716
101;376,6341211;1104174,669
101;378,6831381;1114035,475
101;380,7329695;1119758,775
101;382,7847182;1115741,698
101;384,8342103;1123188,958
101;386,8838382;1129946,635
101;388,9338053;1134980,35
101;390,9856219;1130618,481
101;393,035903;1134057,533
101;395,0858701;1139091,249
101;397,1367959;1139254,776
101;399,1859402;1148469,096
101;401,2369084;1148417,128
101;403,2867229;1154226,626
101;405,3367664;1158872,451
101;407,3872596;1161234,028
101;409,436073;1172129,21
101;411,4873127;1170698,073
101;413,5402152;1160819,53
101;415,5880869;1176498,702
101;417,6367306;1188255,865
101;419,6899216;1176911,954
101;421,7397784;1182505,957
101;422,947934;1201679,779
102;195,8959045;499674,1807
102;197,7794569;508166,112
102;201,950648;524593,687
102;204,4647131;539934,6716
102;206,5134954;550987,8833
102;208,5613643;566681,4223
102;210,6078108;589601,2295
102;212,6530272;618770,3941
102;214,4183308;649142,153
102;217,6706922;702619,3089
102;219,7157729;732478,0577
102;221,7622109;755440,964
102;223,8098027;772542,4042
102;225,765232;784243,9408
102;227,9073871;794548,2631
102;230,2831619;802026,437
102;232,0068124;807201,6356
102;233,2183869;809006,5535
102;236,3860922;818948,7194
102;240,0203914;826518,4238
102;241,8839463;831356,6059
102;244,9588109;839344,8741
102;247,8474347;846267,0085
102;250,7349717;858710,1267
102;253,5704489;864996,4731
102;255,0210091;870543,8117
102;258,4680308;882313,3979
102;261,8225301;890512,3259
102;264,027856;895631,5678
102;265,4565507;899497,1146
102;268,9038885;909660,7494
102;271,2643371;916065,1068
102;272,8587141;920193,3197
102;275,0533489;927003,0456
102;276,8238879;930777,3247
102;279,3862695;937462,7479
102;281,2404456;942586,7408
102;283,359424;948849,0948
102;285,0230843;954327,7849
102;287,7252987;961039,5403
102;289,9846912;967758,598
102;291,5453542;972137,1703
102;294,1023569;979836,6401
102;295,8309522;986203,0252
102;298,2067623;993501,6199
102;299,7440256;998354,3821
102;302,44624;1005066,138
102;304,4431185;1009170,376
102;306,5466494;1012720,024
102;308,4417697;1015067,907
102;310,6476442;1017400,079
102;312,6984852;1017994,596
102;314,7493092;1018675,311
102;316,5205693;1018786,174
102;318,8508554;1020553,93
102;320,9014843;1022225,923
102;325,0031153;1023673,551
102;327,1936344;1025080,958
102;328,265692;1025254,105
102;331,2485212;1027196,822
102;333,9515362;1029841,108
102;335,6291288;1032198,141
102;338,052005;1037193,302
102;340,2575261;1041321,266
102;342,5666366;1045420,05
102;344,6375666;1049203,805
102;347,2784914;1051543,075
102;349,3287396;1055149,136
102;352,0312319;1060449,399
102;353,2427385;1062599,109
102;358,5540558;1075444,265
102;361,3500095;1079545,048
102;363,9591427;1085524,523
102;366,0092201;1089997,952
102;368,0595521;1093178,41
102;369,6438841;1095714,399
102;372,1603093;1099065,237
102;374,5833128;1103413,913
102;376,4472884;1106114,931
102;379,42951;1111144,616
102;381,3760225;1115522,717
102;383,3432442;1119939,038
102;386,1391884;1124088,394
102;388,1895543;1127096,456
102;390,095064;1129286,264
102;392,0105132;1133604,041
102;396,2037441;1143310,115
102;398,0673169;1148057,31
102;401,6086395;1154363,18
102;402,820197;1156254,296
102;406,7345224;1162044,956
102;409,81012;1166309,23
102;412,0201337;1170166,267
102;413,91075;1172842,542
102;416,8932686;1176363,761
102;418,4779498;1177125,507
102;420,8553075;1176562,123
102;422,3940872;1173710,936
103;193,8728107;493433,5773
103;196,2682633;502430,9051
103;203,7190453;539248,3125
103;205,7672734;553117,3265
103;207,8145767;571684,1332
103;209,8610147;594647,0395
103;211,9064771;622566,3325
103;213,9513542;653459,4577
103;215,3452778;676101,9433
103;218,2473927;719731,8985
103;223,8852136;768322,688
103;225,8592354;780291,3579
103;227,6474434;789024,0981
103;230,8893372;800957,116
103;232,4733299;805217,0652
103;237,5225281;823589,875
103;239,6470485;828761,1852
103;241,6970666;833536,3069
103;243,7469489;839001,0129
103;245,4242009;843088,1629
103;253,6241205;862964,432
103;257,1335903;873221,1792
103;265,2136015;902358,5008
103;267,5988115;909264,1359
103;269,5554995;914571,2152
103;272,3640743;922212,2173
103;274,6801842;928340,7277
103;276,6369004;933504,1437
103;280,7366363;944580,0922
103;284,3705062;954330,6068
103;290,8614793;973266,0885
103;292,1036453;977527,5158
103;306,3907322;1015471,85
103;308,2609863;1017850,009
103;310,2741547;1020387,838
103;312,6978829;1021054,626
103;314,0962645;1021048,579
103;331,2946556;1029626,328
103;334,8829338;1034190,077
103;349,6077606;1058477,326
103;352,6208;1064814,212
103;354,5932593;1068934,206
103;368,6192441;1091452,031
103;376,0740643;1107754,307
103;377,8135684;1111324
103;379,987937;1115844,778
103;382,7835305;1121775,56
103;384,1813141;1124807,993
103;388,5617265;1130801,358
103;391,3574802;1135918,047
103;393,2212736;1139544,668
103;395,6441086;1144749,167
103;401,7023782;1151755,286
103;410,1451412;1169307,47
103;412,8616573;1174404,03
103;414,5624384;1177359,73
103;417,1716613;1182883,433
103;419,5006457;1191264,733
103;421,5498323;1200263,558
103;422,6670446;1207844,147
104;194,1735137;488098,7783
104;207,8178938;554832,4181
104;209,8652989;572882,0366
104;211,8179405;598745,9098
104;213,0262599;617087,9199
104;216,3643823;708486,419
104;218,4072063;749809,5059
104;220,454569;768074,6195
104;222,3490686;773575,9132
104;224,5352441;781262,5004
104;226,7622883;793321,8155
104;228,6507559;806914,4555
104;230,0486285;809494,3493
104;233,9630706;814692,3985
104;237,2239844;824720,3593
104;248,0061978;851610,5953
104;249,5229343;859257,1837
104;251,8525805;864275,8368
104;256,0450722;877736,9128
104;257,721934;883806,6175
104;260,1466439;879486,2344
104;262,1959287;887986,3424
104;264,9913455;894814,6778
104;266,5755982;897753,95
104;269,2342445;915310,0759
104;270,4869141;918833,9864
104;273,0974598;917637,4756
104;275,4244607;936095,3254
104;277,7246239;933025,3512
104;279,5272285;931767,6858
104;283,0659099;951491,7157
104;286,7945034;953630,541
104;289,1217143;971021,6901
104;292,4206678;977241,6917
104;294,8068099;979412,1815
104;302,2323171;1009315,391
104;304,1221262;1016092,229
104;306,1723988;1019574,38
104;307,5707868;1019536,009
104;310,6464332;1023552,463
104;313,8184036;1011826,599
104;315,8695755;1010740,255
104;317,9179877;1023673,405
104;320,1553376;1023972,264
104;325,0039552;1019406,749
104;326,2155721;1020996,171
104;330,2244612;1019987,559
104;332,1584258;1022333,478
104;335,769197;1031029,245
104;338,2375586;1041751,414
104;341,6161306;1046056,279
104;344,2042904;1040183,626
104;346,6242919;1059783,196
104;349,2378281;1043394,283
104;351,3058246;1062080,719
104;353,1475741;1072450,031
104;356,5052557;1064481,356
104;358,5722663;1077652,085
104;360,6040373;1080404,866
104;362,7160133;1086157,229
104;364,5643106;1089573,21
104;366,7562623;1083702,271
104;369,0986359;1091720,865
104;371,412877;1107343,473
104;373,184083;1107729,092
104;377,4713592;1113269,243
104;382,0394685;1112931,173
104;385,3942765;1119561,433
104;387,8147607;1136709,149
104;389,3060912;1138107,726
104;395,084377;1146676,676
104;396,6689975;1147747,298
104;399,6822188;1153159,95
104;401,5162772;1149978,258
104;404,5899618;1163961,36
104;406,7169458;1156616,716
104;408,8999143;1172702,59
104;410,3668186;1179790,646
104;413,8077553;1169850,003
104;415,9583842;1189728,488
104;418,0112273;1180151,637
104;420,0630778;1175617,371
104;421,2739821;1180827,112
